sample_id,mask_type,path,exists,shape,unique_values,is_strict_binary,foreground_pixels,components,component_areas,small_components,holes,bbox_fill_ratio,edge_density,boundary_density,repair_actions,repair_changed_pixels
N_11.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_11.jpg,True,"(727, 181)","{0: 106299, 1: 763, 2: 313, 3: 168, 4: 81, 5: 22, 6: 3, 7: 1, 8: 1, 248: 3, 249: 4, 250: 21, 251: 70, 252: 178, 253: 374, 254: 650, 255: 22636}",False,25288,52,"[8, 25173, 3, 3, 2, 2, 1, 3, 6, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 7, 1, 3, 2, 2, 1, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 1, 4, 1, 2, 2, 10, 1, 1, 2, 1, 2, 1, 3, 1, 3, 2]",51,15,0.5873281308063917,0.01795770098869949,0.049731356440985815,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",1482
N_12.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_12.jpg,True,"(986, 164)","{0: 119235, 1: 949, 2: 506, 3: 228, 4: 84, 5: 34, 6: 7, 7: 5, 8: 1, 248: 1, 249: 3, 250: 32, 251: 92, 252: 233, 253: 493, 254: 1067, 255: 38734}",False,42469,84,"[42292, 4, 2, 3, 1, 1, 4, 1, 2, 1, 1, 7, 1, 1, 10, 4, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 4, 3, 2, 2, 14, 4, 1, 3, 2, 1, 1, 4, 1, 2, 2, 4, 2, 2, 1, 1, 1, 2, 1, 1, 4, 1, 1, 1, 4, 3, 2, 1, 1, 1, 1, 1, 2, 6, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 3, 1, 1, 1, 2, 1, 2, 3, 1]",83,19,0.6144241898148148,0.019251224459506257,0.053294909216840644,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2020
N_13.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_13.jpg,True,"(736, 149)","{0: 82121, 1: 727, 2: 342, 3: 162, 4: 76, 5: 29, 6: 7, 7: 1, 248: 3, 249: 1, 250: 14, 251: 56, 252: 192, 253: 362, 254: 834, 255: 24737}",False,27543,64,"[2, 3, 1, 27349, 3, 2, 1, 5, 1, 4, 3, 7, 1, 2, 1, 1, 1, 2, 1, 18, 1, 1, 1, 3, 1, 1, 1, 5, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 19, 1, 3, 2, 1, 1, 4, 2, 3, 1, 3, 4, 2, 1, 30, 1, 6, 2, 3, 1, 9, 4, 1]",62,16,0.5738125,0.020982273125182374,0.05873395097753137,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",1392
N_14.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_14.jpg,True,"(734, 169)","{0: 97786, 1: 702, 2: 331, 3: 150, 4: 71, 5: 22, 6: 3, 7: 3, 248: 2, 249: 8, 250: 19, 251: 55, 252: 203, 253: 356, 254: 809, 255: 23526}",False,26260,79,"[1, 2, 2, 2, 25997, 4, 1, 2, 6, 1, 1, 1, 4, 4, 1, 1, 1, 1, 3, 7, 9, 35, 1, 1, 8, 2, 1, 21, 1, 1, 2, 1, 2, 6, 1, 1, 2, 1, 7, 5, 1, 5, 7, 2, 2, 7, 5, 3, 2, 1, 3, 1, 1, 1, 3, 1, 1, 1, 2, 1, 4, 3, 1, 19, 2, 1, 1, 1, 1, 2, 5, 1, 7, 3, 2, 1, 3, 1, 2]",76,9,0.5946557971014492,0.01775147928994083,0.049392967125098754,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",1272
N_15.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_15.jpg,True,"(692, 177)","{0: 90189, 1: 636, 2: 365, 3: 173, 4: 60, 5: 27, 6: 7, 7: 4, 249: 2, 250: 37, 251: 74, 252: 173, 253: 424, 254: 779, 255: 29534}",False,32295,82,"[9, 32036, 10, 1, 1, 14, 1, 1, 1, 9, 1, 1, 1, 3, 1, 1, 1, 3, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 3, 1, 1, 3, 1, 1, 1, 7, 1, 5, 1, 13, 1, 1, 1, 3, 1, 1, 1, 4, 2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 1, 7, 5, 14, 40, 1, 1, 4, 2, 3, 1, 2, 2, 1, 15, 2]",80,9,0.525634765625,0.01950458835439731,0.053598837399170506,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",1207
N_16.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_16.jpg,True,"(878, 310)","{0: 237712, 1: 830, 2: 363, 3: 194, 4: 65, 5: 32, 6: 1, 7: 3, 248: 8, 249: 4, 250: 45, 251: 83, 252: 230, 253: 465, 254: 1040, 255: 31105}",False,34468,59,"[1, 34323, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 9, 1, 3, 1, 1, 1, 12, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 7, 1, 1, 3, 2, 1, 1, 2, 1, 4, 2, 25, 1, 9, 1, 6, 2]",57,14,0.626235465116279,0.009703137629509884,0.02669924314791682,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",1596
N_17.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_17.jpg,True,"(918, 211)","{0: 151848, 1: 852, 2: 483, 3: 241, 4: 88, 5: 28, 6: 9, 7: 3, 248: 7, 249: 9, 250: 50, 251: 111, 252: 308, 253: 634, 254: 1454, 255: 37573}",False,41850,89,"[5, 4, 5, 3, 41550, 3, 1, 3, 11, 7, 1, 2, 1, 1, 11, 1, 13, 1, 7, 1, 1, 12, 11, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 3, 3, 1, 1, 2, 4, 1, 10, 1, 2, 1, 1, 1, 4, 1, 3, 1, 7, 1, 1, 8, 1, 2, 1, 3, 1, 1, 1, 1, 1, 3, 17, 7, 1, 19, 25, 1, 4, 2, 2, 3, 3, 2, 4, 1, 1, 3, 1]",87,21,0.5736019736842105,0.015513841134136645,0.043185784055591696,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",1777
N_18.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_18.jpg,True,"(782, 164)","{0: 92340, 1: 1267, 2: 627, 3: 278, 4: 105, 5: 40, 6: 10, 7: 5, 248: 2, 249: 12, 250: 45, 251: 93, 252: 271, 253: 551, 254: 958, 255: 31644}",False,35908,97,"[1, 35562, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 2, 2, 15, 1, 2, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 4, 7, 9, 7, 4, 1, 1, 5, 1, 24, 1, 4, 4, 2, 3, 1, 1, 1, 1, 1, 14, 10, 9, 4, 6, 1, 3, 2, 2, 5, 1, 5, 2, 1, 2, 1, 1, 9, 1, 1, 23, 5, 7, 14, 1, 1, 20, 1, 1, 1, 7, 6, 2, 2, 1, 1, 4, 1, 5, 7, 5, 1, 3, 2, 2, 1]",93,28,0.45029093097913325,0.026651487742498908,0.07704603580562659,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2687
N_19.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_19.jpg,True,"(852, 232)","{0: 159526, 1: 1309, 2: 716, 3: 333, 4: 142, 5: 43, 6: 10, 7: 7, 247: 2, 248: 4, 249: 8, 250: 62, 251: 144, 252: 354, 253: 685, 254: 1289, 255: 33030}",False,38138,88,"[37854, 2, 1, 3, 3, 2, 4, 1, 2, 4, 4, 12, 15, 9, 1, 1, 2, 9, 10, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 6, 3, 1, 13, 7, 3, 2, 1, 2, 1, 1, 1, 1, 4, 7, 5, 3, 2, 2, 2, 14, 7, 1, 1, 1, 2, 4, 1, 1, 3, 1, 2, 3, 12, 1, 1, 6, 1, 2, 5, 4, 1, 1, 1, 1, 2, 2, 4, 3, 1, 1, 1, 5, 1, 1, 1, 8, 3, 1]",87,39,0.46266013198757766,0.01830378824672171,0.05498725109276348,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",3024
N_20.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_20.jpg,True,"(960, 212)","{0: 162178, 1: 1234, 2: 582, 3: 315, 4: 105, 5: 41, 6: 10, 7: 5, 248: 8, 249: 11, 250: 40, 251: 101, 252: 296, 253: 578, 254: 1137, 255: 36879}",False,41342,103,"[4, 41046, 2, 1, 2, 1, 1, 3, 9, 1, 7, 1, 4, 1, 1, 2, 1, 1, 3, 1, 3, 1, 3, 2, 1, 1, 1, 9, 2, 9, 2, 12, 2, 2, 3, 4, 1, 1, 4, 4, 4, 3, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 6, 1, 1, 3, 3, 1, 1, 1, 4, 3, 1, 1, 2, 7, 5, 1, 5, 1, 7, 1, 15, 2, 2, 1, 6, 7, 1, 1, 1, 1, 3, 1, 1, 2, 10, 1, 1, 1, 1, 4, 3, 10, 1, 2, 1, 1, 1, 18]",102,34,0.5931760789715336,0.01758058176100629,0.04986733490566038,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2637
N_21.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_21.jpg,True,"(719, 182)","{0: 108833, 1: 590, 2: 302, 3: 123, 4: 51, 5: 17, 6: 3, 7: 2, 248: 5, 249: 7, 250: 26, 251: 50, 252: 148, 253: 304, 254: 647, 255: 19750}",False,22025,45,"[21852, 1, 2, 1, 7, 5, 4, 1, 1, 1, 1, 1, 3, 23, 1, 1, 7, 9, 1, 1, 1, 1, 1, 1, 1, 2, 7, 5, 1, 1, 1, 52, 1, 3, 3, 1, 2, 1, 1, 2, 3, 1, 2, 1, 7]",42,9,0.46008104946524064,0.014886365373152577,0.04071589050726742,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",1067
N_22.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_22.jpg,True,"(929, 205)","{0: 143386, 1: 1257, 2: 629, 3: 295, 4: 99, 5: 44, 6: 11, 7: 2, 248: 9, 249: 9, 250: 58, 251: 120, 252: 336, 253: 701, 254: 1368, 255: 42121}",False,47059,91,"[1, 3, 2, 46834, 1, 1, 1, 8, 1, 1, 17, 4, 1, 7, 1, 7, 1, 1, 1, 11, 2, 2, 3, 1, 1, 1, 1, 7, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 14, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 5, 3, 1, 1, 13, 1, 3, 1, 1, 1, 4, 3, 4, 1, 2, 5, 2, 2, 1, 1, 1, 1, 1, 7, 1, 2, 3, 3, 1, 3, 1, 2, 1, 2, 2, 1, 2]",90,28,0.49514941077441077,0.018766573026333062,0.054194124287852134,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2576
N_23.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_23.jpg,True,"(878, 241)","{0: 176590, 1: 811, 2: 426, 3: 202, 4: 95, 5: 36, 6: 5, 7: 1, 248: 2, 249: 9, 250: 25, 251: 82, 252: 223, 253: 494, 254: 1034, 255: 31563}",False,35008,65,"[34862, 4, 1, 6, 3, 2, 1, 2, 4, 4, 3, 3, 1, 5, 3, 2, 4, 1, 1, 3, 1, 8, 1, 1, 3, 1, 6, 1, 1, 1, 1, 4, 4, 5, 3, 1, 2, 1, 4, 1, 1, 4, 1, 1, 1, 1, 1, 4, 1, 1, 1, 3, 1, 1, 3, 2, 1, 2, 1, 1, 1, 7, 1, 1, 1]",64,18,0.5841676678681084,0.012311080444994755,0.035094849667766236,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",1720
N_24.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_24.jpg,True,"(606, 164)","{0: 72777, 1: 875, 2: 330, 3: 137, 4: 60, 5: 20, 6: 2, 7: 2, 248: 3, 249: 4, 250: 39, 251: 75, 252: 184, 253: 336, 254: 624, 255: 23916}",False,26607,58,"[4, 26370, 1, 5, 1, 1, 1, 5, 3, 1, 1, 1, 1, 2, 1, 9, 10, 7, 5, 2, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 3, 1, 1, 3, 10, 1, 3, 1, 1, 3, 1, 75, 1, 1, 1, 15, 2, 3, 16, 4, 1, 1, 1, 1, 6, 1, 1, 3]",56,22,0.6598958333333333,0.023202930049102472,0.06345085728085004,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",1548
N_25.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_25.jpg,True,"(817, 155)","{0: 90663, 1: 955, 2: 548, 3: 235, 4: 106, 5: 38, 6: 7, 7: 2, 8: 1, 248: 7, 249: 9, 250: 48, 251: 142, 252: 305, 253: 695, 254: 1215, 255: 31659}",False,35972,75,"[2, 35767, 1, 3, 2, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1, 5, 1, 1, 11, 4, 4, 3, 2, 1, 11, 1, 1, 1, 4, 6, 24, 1, 13, 2, 4, 3, 2, 1, 1, 1, 1, 1, 3, 1, 1, 3, 10, 2, 1, 7, 1, 1, 1, 1, 1, 1, 4, 1, 1, 10, 3, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 1, 1, 2, 1]",73,25,0.6854420731707317,0.023950724523236072,0.0684802779642279,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2188
N_26.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_26.jpg,True,"(679, 157)","{0: 79532, 1: 974, 2: 569, 3: 231, 4: 89, 5: 34, 6: 5, 7: 4, 248: 4, 249: 11, 250: 48, 251: 111, 252: 284, 253: 601, 254: 1082, 255: 23024}",False,27071,86,"[3, 26792, 1, 3, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 7, 2, 3, 1, 1, 1, 1, 3, 4, 2, 2, 1, 3, 1, 1, 42, 7, 5, 2, 1, 3, 15, 1, 4, 2, 2, 1, 1, 1, 1, 1, 10, 1, 1, 4, 2, 1, 7, 1, 10, 4, 11, 10, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 3, 2, 28, 1, 1, 3, 1, 4, 3, 1, 2]",83,23,0.486748417721519,0.02744763280583098,0.07968818888774237,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2182
N_27.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_27.jpg,True,"(672, 187)","{0: 100384, 1: 1010, 2: 605, 3: 263, 4: 85, 5: 41, 6: 4, 7: 2, 248: 7, 249: 10, 250: 41, 251: 120, 252: 267, 253: 644, 254: 1111, 255: 21070}",False,25280,77,"[1, 1, 25076, 3, 1, 1, 7, 5, 1, 1, 1, 14, 1, 3, 5, 1, 4, 3, 2, 3, 4, 1, 2, 1, 1, 3, 1, 1, 1, 16, 1, 1, 1, 3, 1, 4, 3, 1, 1, 1, 1, 2, 2, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 7, 9, 1, 3, 2, 1, 1, 4, 4, 4, 1, 1, 2, 1, 10, 2, 4, 11, 1, 2]",76,33,0.5359565807327001,0.021931499872676345,0.06679717341482047,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2291
N_28.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_N_28.jpg,True,"(780, 165)","{0: 98329, 1: 1092, 2: 485, 3: 239, 4: 86, 5: 42, 6: 12, 7: 4, 8: 1, 247: 1, 248: 10, 249: 9, 250: 31, 251: 95, 252: 243, 253: 549, 254: 989, 255: 26483}",False,30371,93,"[3, 6, 1, 30069, 1, 1, 1, 1, 6, 1, 9, 1, 2, 2, 3, 4, 1, 1, 2, 1, 3, 16, 1, 1, 9, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 6, 44, 5, 1, 1, 1, 7, 1, 21, 1, 1, 1, 4, 4, 1, 4, 11, 4, 1, 9, 2, 2, 1, 3, 3, 1, 2, 4, 1, 6, 1, 1, 1, 1, 5, 3, 1, 1, 3, 1, 1, 4, 3, 2, 1, 1, 5, 2, 10, 1, 2, 3, 1, 1, 1, 1, 1]",90,29,0.6006922468354431,0.023636363636363636,0.06706293706293706,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2231
